From;To;Distance (km)
OLSZTYN;SRODA_WLKP;329,22
OLSZTYN;TORUN_1;177,37
OLSZTYN;TORUN_2;174,78
OLSZTYN;TORUN_3;171,82
OLSZTYN;TRZCIANKA;321,69
OLSZTYN;WARSZAWA_BL;214,75
OLSZTYN;WARSZAWA_J;226,71
OLSZTYN;WARSZAWA_TARCH;204,79
OLSZTYN;WROCLAW_1;513,96
OLSZTYN;WROCLAW_2;514,83
OLSZTYN;WROCLAW_3;501,89
OLSZTYN;WROCLAW_4;514,93
OLSZTYN;WROCLAW_5;512,87
OLSZTYN;ZLOTOW;282,15
OLSZTYN;CHRZANOW;503,97
OLSZTYN;KATOWICE;484,42
OLSZTYN;BIELSKO_BIALA;533,17
OLSZTYN;GDANSK_1;176,5
OLSZTYN;GDANSK_2;174,88
OLSZTYN;GDANSK_3;173,25
OLSZTYN;STARGARD_SZCZECINSKI;430,97
OLSZTYN;SZCZECIN_1;471,7
OLSZTYN;SZCZECIN_2;468,09
OLSZTYN;SZCZECIN_3;456,19
OLSZTYN;TCZEW;164,68
OLSZTYN;GRUDZIADZ_1;139,39
OLSZTYN;GRUDZIADZ_2;140,42
OLSZTYN;WARSZAWA_STAWKI;208,7
OLSZTYN;JOZEFOSLAW;229,73
OLSZTYN;GDANSK_4;172,26
OLSZTYN;GDANSK_5;176,61
OLSZTYN;ZIELONA_GORA_1;485,96
OLSZTYN;ZIELONA_GORA_2;486,63
OLSZTYN;SLUBICE;504,77
OLSZTYN;DREZDENKO;378,36
OLSZTYN;STRZELCE_KRAJENSKIE;393,27
OLSZTYN;GORZOW_1;415,98
OLSZTYN;GORZOW_2;419,99
OLSZTYN;PNIEWY;360,52
OLSZTYN;PLOCK_1;177,12
OLSZTYN;PLOCK_2;178,09
OLSZTYN;PLOCK_3;178,09
OLSZTYN;BRWINOW;220,54
OLSZTYN;WARSZAWA_TARG;212,63
OLSZTYN;WARSZAWA_UR;219,33
OLSZTYN;TARNOWO_PODGORNE;365,31
OLSZTYN;GNIEZNO;280,99
OLSZTYN;GRUDZIADZ_3;139,24
ZIELONA_GORA_1;DC;161
ZIELONA_GORA_1;BIALYSTOK_1;647,1
ZIELONA_GORA_1;BIALYSTOK_2;643,98
ZIELONA_GORA_1;BYDGOSZCZ_1;288,11
ZIELONA_GORA_1;BYDGOSZCZ_2;298,82
ZIELONA_GORA_1;BYDGOSZCZ_3;290,75
ZIELONA_GORA_1;GLOGOW_1;60,55
ZIELONA_GORA_1;GLOGOW_2;63,16
ZIELONA_GORA_1;INOWROCLAW;268,41
ZIELONA_GORA_1;JAROCIN;157,18
ZIELONA_GORA_1;KALISZ_1;207,48
ZIELONA_GORA_1;KIELCE;488,94
ZIELONA_GORA_1;KONIN;246,15
ZIELONA_GORA_1;KOSZALIN;337,69
ZIELONA_GORA_1;LEGNICA;112,08
ZIELONA_GORA_1;LESZNO_1;89,92
ZIELONA_GORA_1;LESZNO_2;88,88
ZIELONA_GORA_1;LUBIN;86,75
ZIELONA_GORA_1;LUBON;151,45
ZIELONA_GORA_1;LODZ_1;343,64
ZIELONA_GORA_1;LODZ_2;355,94
ZIELONA_GORA_1;OBORNIKI_WLKP;172,62
ZIELONA_GORA_1;PABIANICE;353,96
ZIELONA_GORA_1;PILA_1;208,09
ZIELONA_GORA_1;PILA_2;208,67
ZIELONA_GORA_1;PIOTRKOW_TRYB;387,66
ZIELONA_GORA_1;POZNAN_Z;157,22
ZIELONA_GORA_1;POZNAN_B;155,83
ZIELONA_GORA_1;POZNAN_D;154,56
ZIELONA_GORA_1;POZNAN_GL;152,79
ZIELONA_GORA_1;POZNAN_GR;160
ZIELONA_GORA_1;POZNAN_H;155,39
ZIELONA_GORA_1;POZNAN_MAL;157,67
ZIELONA_GORA_1;POZNAN_MAR;152,92
ZIELONA_GORA_1;POZNAN_PLA;158,02
ZIELONA_GORA_1;POZNAN_PLE;148,4
ZIELONA_GORA_1;POZNAN_PRO;150,95
ZIELONA_GORA_1;POZNAN_R;155,19
ZIELONA_GORA_1;POZNAN_T;151,05
ZIELONA_GORA_1;RADOM;494,42
ZIELONA_GORA_1;RZESZOW_1;606,4
ZIELONA_GORA_1;RZESZOW_2;608,4
ZIELONA_GORA_1;SIERADZ;307,96
ZIELONA_GORA_1;SUCHY_LAS;161,64
ZIELONA_GORA_1;SWARZEDZ;166,7
ZIELONA_GORA_1;SRODA_WLKP;181,72
ZIELONA_GORA_1;TORUN_1;310,47
ZIELONA_GORA_1;TORUN_2;311,12
ZIELONA_GORA_1;TORUN_3;314,28
ZIELONA_GORA_1;TRZCIANKA;186,76
ZIELONA_GORA_1;WARSZAWA_BL;451,93
ZIELONA_GORA_1;WARSZAWA_J;452,42
ZIELONA_GORA_1;WARSZAWA_TARCH;461,56
ZIELONA_GORA_1;WROCLAW_1;160,07
ZIELONA_GORA_1;WROCLAW_2;160,51
ZIELONA_GORA_1;WROCLAW_3;161,94
ZIELONA_GORA_1;WROCLAW_4;161,18
ZIELONA_GORA_1;WROCLAW_5;157,82
ZIELONA_GORA_1;ZLOTOW;240,89
ZIELONA_GORA_1;CHRZANOW;397,06
ZIELONA_GORA_1;KATOWICE;363,21
ZIELONA_GORA_1;BIELSKO_BIALA;418,29
ZIELONA_GORA_1;GDANSK_1;459,2
ZIELONA_GORA_1;GDANSK_2;449,24
ZIELONA_GORA_1;GDANSK_3;455,94
ZIELONA_GORA_1;STARGARD_SZCZECINSKI;212,46
ZIELONA_GORA_1;SZCZECIN_1;221,63
ZIELONA_GORA_1;SZCZECIN_2;217,53
ZIELONA_GORA_1;SZCZECIN_3;212,6
ZIELONA_GORA_1;TCZEW;429,05
ZIELONA_GORA_1;GRUDZIADZ_1;358,77
ZIELONA_GORA_1;GRUDZIADZ_2;373,4
ZIELONA_GORA_1;WARSZAWA_STAWKI;454,59
ZIELONA_GORA_1;JOZEFOSLAW;461,06
ZIELONA_GORA_1;GDANSK_4;449,95
ZIELONA_GORA_1;GDANSK_5;459,31
ZIELONA_GORA_1;OLSZTYN;487,24
ZIELONA_GORA_1;ZIELONA_GORA_2;0,86
ZIELONA_GORA_1;SLUBICE;86,07
ZIELONA_GORA_1;DREZDENKO;138,72
ZIELONA_GORA_1;STRZELCE_KRAJENSKIE;140,11
ZIELONA_GORA_1;GORZOW_1;115,26
ZIELONA_GORA_1;GORZOW_2;112,57
ZIELONA_GORA_1;PNIEWY;115,45
ZIELONA_GORA_1;PLOCK_1;372,95
ZIELONA_GORA_1;PLOCK_2;372,32
ZIELONA_GORA_1;PLOCK_3;372,32
ZIELONA_GORA_1;BRWINOW;436,19
ZIELONA_GORA_1;WARSZAWA_TARG;461,8
ZIELONA_GORA_1;WARSZAWA_UR;460,32
ZIELONA_GORA_1;TARNOWO_PODGORNE;147,74
ZIELONA_GORA_1;GNIEZNO;208,06
ZIELONA_GORA_1;GRUDZIADZ_3;358,62
ZIELONA_GORA_2;DC;160,53
ZIELONA_GORA_2;BIALYSTOK_1;646,63
ZIELONA_GORA_2;BIALYSTOK_2;643,51
ZIELONA_GORA_2;BYDGOSZCZ_1;287,64
ZIELONA_GORA_2;BYDGOSZCZ_2;298,35
ZIELONA_GORA_2;BYDGOSZCZ_3;290,28
ZIELONA_GORA_2;GLOGOW_1;60,9
ZIELONA_GORA_2;GLOGOW_2;63,51
ZIELONA_GORA_2;INOWROCLAW;267,94
ZIELONA_GORA_2;JAROCIN;157,53
ZIELONA_GORA_2;KALISZ_1;207,82
ZIELONA_GORA_2;KIELCE;488,47
ZIELONA_GORA_2;KONIN;245,69
ZIELONA_GORA_2;KOSZALIN;337,22
ZIELONA_GORA_2;LEGNICA;112,42
ZIELONA_GORA_2;LESZNO_1;90,27
ZIELONA_GORA_2;LESZNO_2;89,23
ZIELONA_GORA_2;LUBIN;87,09
ZIELONA_GORA_2;LUBON;150,98
ZIELONA_GORA_2;LODZ_1;343,18
ZIELONA_GORA_2;LODZ_2;355,48
ZIELONA_GORA_2;OBORNIKI_WLKP;172,16
ZIELONA_GORA_2;PABIANICE;353,5
ZIELONA_GORA_2;PILA_1;207,62
ZIELONA_GORA_2;PILA_2;208,21
ZIELONA_GORA_2;PIOTRKOW_TRYB;387,19
ZIELONA_GORA_2;POZNAN_Z;156,76
ZIELONA_GORA_2;POZNAN_B;155,37
ZIELONA_GORA_2;POZNAN_D;154,09
ZIELONA_GORA_2;POZNAN_GL;152,32
ZIELONA_GORA_2;POZNAN_GR;159,53
ZIELONA_GORA_2;POZNAN_H;154,92
ZIELONA_GORA_2;POZNAN_MAL;157,2
ZIELONA_GORA_2;POZNAN_MAR;152,45
ZIELONA_GORA_2;POZNAN_PLA;157,55
ZIELONA_GORA_2;POZNAN_PLE;147,94
ZIELONA_GORA_2;POZNAN_PRO;150,48
ZIELONA_GORA_2;POZNAN_R;154,72
ZIELONA_GORA_2;POZNAN_T;150,59
ZIELONA_GORA_2;RADOM;493,96
ZIELONA_GORA_2;RZESZOW_1;606,75
ZIELONA_GORA_2;RZESZOW_2;608,74
ZIELONA_GORA_2;SIERADZ;308,3
ZIELONA_GORA_2;SUCHY_LAS;161,17
ZIELONA_GORA_2;SWARZEDZ;166,23
ZIELONA_GORA_2;SRODA_WLKP;181,25
ZIELONA_GORA_2;TORUN_1;310
ZIELONA_GORA_2;TORUN_2;310,65
ZIELONA_GORA_2;TORUN_3;313,81
ZIELONA_GORA_2;TRZCIANKA;186,3
ZIELONA_GORA_2;WARSZAWA_BL;451,46
ZIELONA_GORA_2;WARSZAWA_J;451,95
ZIELONA_GORA_2;WARSZAWA_TARCH;461,09
ZIELONA_GORA_2;WROCLAW_1;160,42
ZIELONA_GORA_2;WROCLAW_2;160,85
ZIELONA_GORA_2;WROCLAW_3;162,28
ZIELONA_GORA_2;WROCLAW_4;161,52
ZIELONA_GORA_2;WROCLAW_5;158,17
ZIELONA_GORA_2;ZLOTOW;240,43
ZIELONA_GORA_2;CHRZANOW;397,41
ZIELONA_GORA_2;KATOWICE;363,56
ZIELONA_GORA_2;BIELSKO_BIALA;418,63
ZIELONA_GORA_2;GDANSK_1;458,73
ZIELONA_GORA_2;GDANSK_2;448,77
ZIELONA_GORA_2;GDANSK_3;455,47
ZIELONA_GORA_2;STARGARD_SZCZECINSKI;211,99
ZIELONA_GORA_2;SZCZECIN_1;221,16
ZIELONA_GORA_2;SZCZECIN_2;217,07
ZIELONA_GORA_2;SZCZECIN_3;212,14
ZIELONA_GORA_2;TCZEW;428,59
ZIELONA_GORA_2;GRUDZIADZ_1;358,3
ZIELONA_GORA_2;GRUDZIADZ_2;372,93
ZIELONA_GORA_2;WARSZAWA_STAWKI;454,13
ZIELONA_GORA_2;JOZEFOSLAW;460,6
ZIELONA_GORA_2;GDANSK_4;449,48
ZIELONA_GORA_2;GDANSK_5;458,84
ZIELONA_GORA_2;OLSZTYN;486,77
ZIELONA_GORA_2;ZIELONA_GORA_1;0,53
ZIELONA_GORA_2;SLUBICE;86,41
ZIELONA_GORA_2;DREZDENKO;138,25
ZIELONA_GORA_2;STRZELCE_KRAJENSKIE;139,64
ZIELONA_GORA_2;GORZOW_1;114,8
ZIELONA_GORA_2;GORZOW_2;112,1
ZIELONA_GORA_2;PNIEWY;114,98
ZIELONA_GORA_2;PLOCK_1;372,48
ZIELONA_GORA_2;PLOCK_2;371,85
ZIELONA_GORA_2;PLOCK_3;371,85
ZIELONA_GORA_2;BRWINOW;435,72
ZIELONA_GORA_2;WARSZAWA_TARG;461,33
ZIELONA_GORA_2;WARSZAWA_UR;459,86
ZIELONA_GORA_2;TARNOWO_PODGORNE;147,27
ZIELONA_GORA_2;GNIEZNO;207,59
ZIELONA_GORA_2;GRUDZIADZ_3;358,15
SLUBICE;DC;179,25
SLUBICE;BIALYSTOK_1;665,35
SLUBICE;BIALYSTOK_2;662,23
SLUBICE;BYDGOSZCZ_1;306,36
SLUBICE;BYDGOSZCZ_2;317,07
SLUBICE;BYDGOSZCZ_3;309
SLUBICE;GLOGOW_1;175,89
SLUBICE;GLOGOW_2;178,5
SLUBICE;INOWROCLAW;286,66
SLUBICE;JAROCIN;240,06
SLUBICE;KALISZ_1;284,03
SLUBICE;KIELCE;512,94
SLUBICE;KONIN;264,4
SLUBICE;KOSZALIN;292,27
SLUBICE;LEGNICA;227,41
SLUBICE;LESZNO_1;198,57
SLUBICE;LESZNO_2;200,93
SLUBICE;LUBIN;202,08
SLUBICE;LUBON;169,7
SLUBICE;LODZ_1;361,89
SLUBICE;LODZ_2;374,19
SLUBICE;OBORNIKI_WLKP;190,87
SLUBICE;PABIANICE;384,95
SLUBICE;PILA_1;202,12
SLUBICE;PILA_2;203,65
SLUBICE;PIOTRKOW_TRYB;410,69
SLUBICE;POZNAN_Z;175,47
SLUBICE;POZNAN_B;174,08
SLUBICE;POZNAN_D;172,81
SLUBICE;POZNAN_GL;171,04
SLUBICE;POZNAN_GR;178,25
SLUBICE;POZNAN_H;173,64
SLUBICE;POZNAN_MAL;175,92
SLUBICE;POZNAN_MAR;171,17
SLUBICE;POZNAN_PLA;176,27
SLUBICE;POZNAN_PLE;166,65
SLUBICE;POZNAN_PRO;169,2
SLUBICE;POZNAN_R;173,44
SLUBICE;POZNAN_T;169,3
SLUBICE;RADOM;532,9
SLUBICE;RZESZOW_1;693,17
SLUBICE;RZESZOW_2;695,16
SLUBICE;SIERADZ;348,39
SLUBICE;SUCHY_LAS;179,89
SLUBICE;SWARZEDZ;184,95
SLUBICE;SRODA_WLKP;199,97
SLUBICE;TORUN_1;328,72
SLUBICE;TORUN_2;329,37
SLUBICE;TORUN_3;332,53
SLUBICE;TRZCIANKA;205,02
SLUBICE;WARSZAWA_BL;470,18
SLUBICE;WARSZAWA_J;470,67
SLUBICE;WARSZAWA_TARCH;479,81
SLUBICE;WROCLAW_1;275,41
SLUBICE;WROCLAW_2;286,9
SLUBICE;WROCLAW_3;277,27
SLUBICE;WROCLAW_4;288,21
SLUBICE;WROCLAW_5;273,16
SLUBICE;ZLOTOW;235,71
SLUBICE;CHRZANOW;483,83
SLUBICE;KATOWICE;465,4
SLUBICE;BIELSKO_BIALA;520,47
SLUBICE;GDANSK_1;414
SLUBICE;GDANSK_2;404,03
SLUBICE;GDANSK_3;410,74
SLUBICE;STARGARD_SZCZECINSKI;133,05
SLUBICE;SZCZECIN_1;157,17
SLUBICE;SZCZECIN_2;153,07
SLUBICE;SZCZECIN_3;148,14
SLUBICE;TCZEW;438,25
SLUBICE;GRUDZIADZ_1;377,02
SLUBICE;GRUDZIADZ_2;378,02
SLUBICE;WARSZAWA_STAWKI;472,84
SLUBICE;JOZEFOSLAW;479,31
SLUBICE;GDANSK_4;404,75
SLUBICE;GDANSK_5;414,1
SLUBICE;OLSZTYN;505,49
SLUBICE;ZIELONA_GORA_1;87,74
SLUBICE;ZIELONA_GORA_2;86,31
SLUBICE;DREZDENKO;158,62
SLUBICE;STRZELCE_KRAJENSKIE;107,85
SLUBICE;GORZOW_1;83
SLUBICE;GORZOW_2;80,31
SLUBICE;PNIEWY;133,7
SLUBICE;PLOCK_1;391,2
SLUBICE;PLOCK_2;390,57
SLUBICE;PLOCK_3;390,57
SLUBICE;BRWINOW;454,44
SLUBICE;WARSZAWA_TARG;480,05
SLUBICE;WARSZAWA_UR;478,57
SLUBICE;TARNOWO_PODGORNE;165,99
SLUBICE;GNIEZNO;226,31
SLUBICE;GRUDZIADZ_3;376,87
DREZDENKO;DC;138,39
DREZDENKO;BIALYSTOK_1;614,94
DREZDENKO;BIALYSTOK_2;611,82
DREZDENKO;BYDGOSZCZ_1;175,19
DREZDENKO;BYDGOSZCZ_2;185,02
DREZDENKO;BYDGOSZCZ_3;176,95
DREZDENKO;GLOGOW_1;182,78
DREZDENKO;GLOGOW_2;185,39
DREZDENKO;INOWROCLAW;199,86
DREZDENKO;JAROCIN;199,21
DREZDENKO;KALISZ_1;268,01
DREZDENKO;KIELCE;472,08
DREZDENKO;KONIN;223,55
DREZDENKO;KOSZALIN;198,27
DREZDENKO;LEGNICA;234,3
DREZDENKO;LESZNO_1;156,03
DREZDENKO;LESZNO_2;158,4
DREZDENKO;LUBIN;208,97
DREZDENKO;LUBON;128,84
DREZDENKO;LODZ_1;321,04
DREZDENKO;LODZ_2;333,34
DREZDENKO;OBORNIKI_WLKP;89,53
DREZDENKO;PABIANICE;344,09
DREZDENKO;PILA_1;81,63
DREZDENKO;PILA_2;82,22
DREZDENKO;PIOTRKOW_TRYB;369,84
DREZDENKO;POZNAN_Z;112,63
DREZDENKO;POZNAN_B;109,15
DREZDENKO;POZNAN_D;105,93
DREZDENKO;POZNAN_GL;108,76
DREZDENKO;POZNAN_GR;109,84
DREZDENKO;POZNAN_H;110,1
DREZDENKO;POZNAN_MAL;112,18
DREZDENKO;POZNAN_MAR;107,47
DREZDENKO;POZNAN_PLA;108,26
DREZDENKO;POZNAN_PLE;106,07
DREZDENKO;POZNAN_PRO;106,85
DREZDENKO;POZNAN_R;112,76
DREZDENKO;POZNAN_T;102,42
DREZDENKO;RADOM;492,04
DREZDENKO;RZESZOW_1;641,64
DREZDENKO;RZESZOW_2;649,54
DREZDENKO;SIERADZ;307,53
DREZDENKO;SUCHY_LAS;113,9
DREZDENKO;SWARZEDZ;120,22
DREZDENKO;SRODA_WLKP;159,11
DREZDENKO;TORUN_1;216,06
DREZDENKO;TORUN_2;220,25
DREZDENKO;TORUN_3;226,28
DREZDENKO;TRZCIANKA;57,15
DREZDENKO;WARSZAWA_BL;419,78
DREZDENKO;WARSZAWA_J;429,81
DREZDENKO;WARSZAWA_TARCH;429,4
DREZDENKO;WROCLAW_1;257,9
DREZDENKO;WROCLAW_2;258,77
DREZDENKO;WROCLAW_3;256,24
DREZDENKO;WROCLAW_4;258,86
DREZDENKO;WROCLAW_5;256,81
DREZDENKO;ZLOTOW;114,52
DREZDENKO;CHRZANOW;488,91
DREZDENKO;KATOWICE;455,06
DREZDENKO;BIELSKO_BIALA;510,14
DREZDENKO;GDANSK_1;306,84
DREZDENKO;GDANSK_2;296,87
DREZDENKO;GDANSK_3;303,58
DREZDENKO;STARGARD_SZCZECINSKI;97,13
DREZDENKO;SZCZECIN_1;137,86
DREZDENKO;SZCZECIN_2;134,25
DREZDENKO;SZCZECIN_3;122,36
DREZDENKO;TCZEW;272,61
DREZDENKO;GRUDZIADZ_1;240,89
DREZDENKO;GRUDZIADZ_2;241,9
DREZDENKO;WARSZAWA_STAWKI;422,44
DREZDENKO;JOZEFOSLAW;438,45
DREZDENKO;GDANSK_4;297,59
DREZDENKO;GDANSK_5;306,94
DREZDENKO;OLSZTYN;379,18
DREZDENKO;ZIELONA_GORA_1;131,22
DREZDENKO;ZIELONA_GORA_2;131,88
DREZDENKO;SLUBICE;151,6
DREZDENKO;STRZELCE_KRAJENSKIE;26,9
DREZDENKO;GORZOW_1;49,61
DREZDENKO;GORZOW_2;52,6
DREZDENKO;PNIEWY;58,13
DREZDENKO;PLOCK_1;340,8
DREZDENKO;PLOCK_2;340,16
DREZDENKO;PLOCK_3;340,16
DREZDENKO;BRWINOW;413,58
DREZDENKO;WARSZAWA_TARG;429,64
DREZDENKO;WARSZAWA_UR;437,72
DREZDENKO;TARNOWO_PODGORNE;93,55
DREZDENKO;GNIEZNO;185,45
DREZDENKO;GRUDZIADZ_3;240,74
STRZELCE_KRAJENSKIE;DC;160,26
STRZELCE_KRAJENSKIE;BIALYSTOK_1;636,81
STRZELCE_KRAJENSKIE;BIALYSTOK_2;633,69
STRZELCE_KRAJENSKIE;BYDGOSZCZ_1;190,28
STRZELCE_KRAJENSKIE;BYDGOSZCZ_2;200,1
STRZELCE_KRAJENSKIE;BYDGOSZCZ_3;192,04
STRZELCE_KRAJENSKIE;GLOGOW_1;190,76
STRZELCE_KRAJENSKIE;GLOGOW_2;193,38
STRZELCE_KRAJENSKIE;INOWROCLAW;231
STRZELCE_KRAJENSKIE;JAROCIN;221,07
STRZELCE_KRAJENSKIE;KALISZ_1;289,87
STRZELCE_KRAJENSKIE;KIELCE;493,95
STRZELCE_KRAJENSKIE;KONIN;245,41
STRZELCE_KRAJENSKIE;KOSZALIN;199,09
STRZELCE_KRAJENSKIE;LEGNICA;242,29
STRZELCE_KRAJENSKIE;LESZNO_1;177,89
STRZELCE_KRAJENSKIE;LESZNO_2;180,26
STRZELCE_KRAJENSKIE;LUBIN;216,96
STRZELCE_KRAJENSKIE;LUBON;150,71
STRZELCE_KRAJENSKIE;LODZ_1;342,9
STRZELCE_KRAJENSKIE;LODZ_2;355,2
STRZELCE_KRAJENSKIE;OBORNIKI_WLKP;119,38
STRZELCE_KRAJENSKIE;PABIANICE;365,96
STRZELCE_KRAJENSKIE;PILA_1;95,78
STRZELCE_KRAJENSKIE;PILA_2;97,31
STRZELCE_KRAJENSKIE;PIOTRKOW_TRYB;391,7
STRZELCE_KRAJENSKIE;POZNAN_Z;134,5
STRZELCE_KRAJENSKIE;POZNAN_B;131,02
STRZELCE_KRAJENSKIE;POZNAN_D;127,79
STRZELCE_KRAJENSKIE;POZNAN_GL;130,62
STRZELCE_KRAJENSKIE;POZNAN_GR;131,7
STRZELCE_KRAJENSKIE;POZNAN_H;131,97
STRZELCE_KRAJENSKIE;POZNAN_MAL;134,04
STRZELCE_KRAJENSKIE;POZNAN_MAR;129,33
STRZELCE_KRAJENSKIE;POZNAN_PLA;130,12
STRZELCE_KRAJENSKIE;POZNAN_PLE;127,93
STRZELCE_KRAJENSKIE;POZNAN_PRO;128,71
STRZELCE_KRAJENSKIE;POZNAN_R;134,62
STRZELCE_KRAJENSKIE;POZNAN_T;124,29
STRZELCE_KRAJENSKIE;RADOM;513,9
STRZELCE_KRAJENSKIE;RZESZOW_1;663,5
STRZELCE_KRAJENSKIE;RZESZOW_2;671,41
STRZELCE_KRAJENSKIE;SIERADZ;329,39
STRZELCE_KRAJENSKIE;SUCHY_LAS;135,76
STRZELCE_KRAJENSKIE;SWARZEDZ;142,09
STRZELCE_KRAJENSKIE;SRODA_WLKP;180,97
STRZELCE_KRAJENSKIE;TORUN_1;231,15
STRZELCE_KRAJENSKIE;TORUN_2;235,34
STRZELCE_KRAJENSKIE;TORUN_3;241,37
STRZELCE_KRAJENSKIE;TRZCIANKA;86,77
STRZELCE_KRAJENSKIE;WARSZAWA_BL;451,19
STRZELCE_KRAJENSKIE;WARSZAWA_J;451,68
STRZELCE_KRAJENSKIE;WARSZAWA_TARCH;460,82
STRZELCE_KRAJENSKIE;WROCLAW_1;290,28
STRZELCE_KRAJENSKIE;WROCLAW_2;290,72
STRZELCE_KRAJENSKIE;WROCLAW_3;292,15
STRZELCE_KRAJENSKIE;WROCLAW_4;291,39
STRZELCE_KRAJENSKIE;WROCLAW_5;288,03
STRZELCE_KRAJENSKIE;ZLOTOW;129,37
STRZELCE_KRAJENSKIE;CHRZANOW;510,78
STRZELCE_KRAJENSKIE;KATOWICE;476,92
STRZELCE_KRAJENSKIE;BIELSKO_BIALA;548,5
STRZELCE_KRAJENSKIE;GDANSK_1;307,66
STRZELCE_KRAJENSKIE;GDANSK_2;297,69
STRZELCE_KRAJENSKIE;GDANSK_3;304,4
STRZELCE_KRAJENSKIE;STARGARD_SZCZECINSKI;77,12
STRZELCE_KRAJENSKIE;SZCZECIN_1;129,92
STRZELCE_KRAJENSKIE;SZCZECIN_2;125,82
STRZELCE_KRAJENSKIE;SZCZECIN_3;120,9
STRZELCE_KRAJENSKIE;TCZEW;273,44
STRZELCE_KRAJENSKIE;GRUDZIADZ_1;255,98
STRZELCE_KRAJENSKIE;GRUDZIADZ_2;256,99
STRZELCE_KRAJENSKIE;WARSZAWA_STAWKI;453,85
STRZELCE_KRAJENSKIE;JOZEFOSLAW;460,32
STRZELCE_KRAJENSKIE;GDANSK_4;298,41
STRZELCE_KRAJENSKIE;GDANSK_5;307,76
STRZELCE_KRAJENSKIE;OLSZTYN;394,27
STRZELCE_KRAJENSKIE;ZIELONA_GORA_1;139,2
STRZELCE_KRAJENSKIE;ZIELONA_GORA_2;139,87
STRZELCE_KRAJENSKIE;SLUBICE;107,88
STRZELCE_KRAJENSKIE;DREZDENKO;26,89
STRZELCE_KRAJENSKIE;GORZOW_1;24,11
STRZELCE_KRAJENSKIE;GORZOW_2;28,12
STRZELCE_KRAJENSKIE;PNIEWY;79,99
STRZELCE_KRAJENSKIE;PLOCK_1;350,9
STRZELCE_KRAJENSKIE;PLOCK_2;350,27
STRZELCE_KRAJENSKIE;PLOCK_3;350,27
STRZELCE_KRAJENSKIE;BRWINOW;435,44
STRZELCE_KRAJENSKIE;WARSZAWA_TARG;461,06
STRZELCE_KRAJENSKIE;WARSZAWA_UR;459,58
STRZELCE_KRAJENSKIE;TARNOWO_PODGORNE;115,41
STRZELCE_KRAJENSKIE;GNIEZNO;207,31
STRZELCE_KRAJENSKIE;GRUDZIADZ_3;255,83
GORZOW_1;DC;170,29
GORZOW_1;BIALYSTOK_1;656,39
GORZOW_1;BIALYSTOK_2;653,27
GORZOW_1;BYDGOSZCZ_1;212,92
GORZOW_1;BYDGOSZCZ_2;222,74
GORZOW_1;BYDGOSZCZ_3;214,68
GORZOW_1;GLOGOW_1;165,98
GORZOW_1;GLOGOW_2;168,59
GORZOW_1;INOWROCLAW;277,7
GORZOW_1;JAROCIN;231,11
GORZOW_1;KALISZ_1;299,91
GORZOW_1;KIELCE;503,98
GORZOW_1;KONIN;255,45
GORZOW_1;KOSZALIN;221,73
GORZOW_1;LEGNICA;217,5
GORZOW_1;LESZNO_1;189,61
GORZOW_1;LESZNO_2;191,97
GORZOW_1;LUBIN;192,17
GORZOW_1;LUBON;160,74
GORZOW_1;LODZ_1;352,93
GORZOW_1;LODZ_2;365,23
GORZOW_1;OBORNIKI_WLKP;131,83
GORZOW_1;PABIANICE;375,99
GORZOW_1;PILA_1;118,42
GORZOW_1;PILA_2;119,95
GORZOW_1;PIOTRKOW_TRYB;401,74
GORZOW_1;POZNAN_Z;166,51
GORZOW_1;POZNAN_B;165,12
GORZOW_1;POZNAN_D;134,32
GORZOW_1;POZNAN_GL;162,08
GORZOW_1;POZNAN_GR;169,29
GORZOW_1;POZNAN_H;164,68
GORZOW_1;POZNAN_MAL;166,96
GORZOW_1;POZNAN_MAR;162,21
GORZOW_1;POZNAN_PLA;136,65
GORZOW_1;POZNAN_PLE;157,7
GORZOW_1;POZNAN_PRO;160,24
GORZOW_1;POZNAN_R;164,48
GORZOW_1;POZNAN_T;130,82
GORZOW_1;RADOM;523,94
GORZOW_1;RZESZOW_1;673,54
GORZOW_1;RZESZOW_2;733,82
GORZOW_1;SIERADZ;339,43
GORZOW_1;SUCHY_LAS;142,29
GORZOW_1;SWARZEDZ;175,99
GORZOW_1;SRODA_WLKP;191,01
GORZOW_1;TORUN_1;253,79
GORZOW_1;TORUN_2;257,98
GORZOW_1;TORUN_3;264,01
GORZOW_1;TRZCIANKA;109,41
GORZOW_1;WARSZAWA_BL;461,22
GORZOW_1;WARSZAWA_J;461,71
GORZOW_1;WARSZAWA_TARCH;470,85
GORZOW_1;WROCLAW_1;265,5
GORZOW_1;WROCLAW_2;265,93
GORZOW_1;WROCLAW_3;267,36
GORZOW_1;WROCLAW_4;266,6
GORZOW_1;WROCLAW_5;263,25
GORZOW_1;ZLOTOW;152,01
GORZOW_1;CHRZANOW;502,49
GORZOW_1;KATOWICE;468,64
GORZOW_1;BIELSKO_BIALA;523,72
GORZOW_1;GDANSK_1;330,3
GORZOW_1;GDANSK_2;320,33
GORZOW_1;GDANSK_3;327,04
GORZOW_1;STARGARD_SZCZECINSKI;103,68
GORZOW_1;SZCZECIN_1;112,85
GORZOW_1;SZCZECIN_2;108,75
GORZOW_1;SZCZECIN_3;103,82
GORZOW_1;TCZEW;296,08
GORZOW_1;GRUDZIADZ_1;278,62
